surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,surprisal_var_norm_mean,surprisal_var_norm_sem,surprisal_var_norm_std,language,variant,num_toks,model_seed,dataset
5.755504131317139,0.007973310154564164,5.517665863037109,27.665225982666016,0.2338495637021571,35.62515640258789,40.3049201965332,1.387922913373091,69.92154693603516,30.27739834741452,0.25996037091954155,39.60366353960382,4.897590637207031,0.014204441696041004,2.163926124572754,91.6517333984375,0.4646194818371151,70.78243255615234,67.85623931884766,0.3027276666512383,46.11902618408203,17.736230850219727,0.06078911832645363,9.260900497436523,0.8351571033716559,0.007059433005701563,1.0754461743634673,hi,RANDOM_2,6666666,1,wiki40b
