,surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,surprisal_var_norm_mean,surprisal_var_norm_sem,surprisal_var_norm_std,language,variant,num_toks,model_seed,dataset
0,6.245831489562987,0.0069878764165516,5.191925048828125,27.25948905944824,0.2268293705524996,36.836463928222656,39.5361442565918,1.134572882446572,52.26427459716797,28.488209539913825,0.2424183104447988,39.368166377186064,5.1365838050842285,0.0135615408855612,2.2023613452911377,100.74153900146484,0.3505629763871578,56.930397033691406,74.31326293945312,0.2329123051745656,37.82437133789063,18.14423942565918,0.0510196114384619,8.285455703735353,0.6987758903950573,0.0058145852811085,0.9442750439973172,en,Random_4,6666666,1,wiki40b
1,7.151634216308594,0.0076721676567776,6.015210151672362,33.171558380126946,0.1966375619111248,40.23279190063477,34.55896377563477,0.8352488671911765,52.39471054077149,36.88446914067524,0.1989309426911842,40.70216537342485,5.620007514953613,0.0134889090680449,2.759885311126709,83.02994537353516,0.2801992321421227,57.329872131347656,63.17997741699219,0.1946610154161051,39.82839965820313,18.217485427856445,0.0445969687447635,9.12470531463623,0.6485692643622973,0.0038446419412142,0.786631028717502,hu,Random_3,6666666,1,wiki40b
2,6.138947486877441,0.0063730084102237,5.330628395080566,24.60155296325684,0.1466956540316389,32.627819061279304,36.18566131591797,0.6270343357704979,41.73902130126953,29.508689751699887,0.1625666228227539,36.15819381651901,3.7176575660705566,0.0095609343401172,2.126540184020996,68.93270874023439,0.2238660758333175,49.79240036010742,52.70834350585938,0.1565542023647472,34.82088088989258,15.297883987426758,0.0367055221383841,8.16403865814209,0.6527947434787266,0.0038925067998444,0.8657743690373073,tr,Sort_Freq_Rev,6666666,1,wiki40b
3,6.08701753616333,0.0072497788831386,5.775291919708253,31.72769546508789,0.1623346158199417,30.56758117675781,50.9716796875,0.9116372037263384,46.62739562988281,33.36276748875901,0.1731502745309949,32.60424726910768,5.660055637359619,0.0122607728345892,2.308706045150757,85.66265106201172,0.2805918746214184,52.83535385131836,64.78318786621094,0.1926801183551342,36.28166580200195,18.66610336303711,0.04523554925102,8.517852783203125,0.8563108449161242,0.0043812903224307,0.8249982474310827,de,Efficient_VO,6666666,1,wiki40b
4,5.715453147888184,0.0062419059876637,5.0266523361206055,25.10795593261719,0.2384831791562889,44.7667121887207,34.58752822875977,1.0667426848973804,66.84824371337889,26.957480601344518,0.2674195015362102,50.19870784242027,4.723867893218994,0.0132215471759602,2.4818780422210693,81.903076171875,0.2794908264680061,52.46458435058594,61.2156982421875,0.1885309286531467,35.39006805419922,16.536619186401367,0.045051400246495,8.456818580627441,0.7686153017017945,0.0073005640853876,1.370426919136316,id,Real,6666666,1,wiki40b
5,5.899871826171875,0.0068598814847989,5.09674882888794,25.90997695922852,0.2204837538773431,35.8060188293457,38.5903205871582,1.0720565377251818,49.38449096679687,27.28874296609166,0.2330003436007087,37.83871059897903,5.139022350311278,0.0136357586072813,2.2144148349761963,95.30559539794922,0.3369529078521235,54.72035598754883,70.44737243652344,0.2252388322478485,36.578269958496094,17.559467315673828,0.0504212363789126,8.188289642333983,0.7443546871067342,0.0063341952090232,1.028658480445872,en,Min_DL_Opt,6666666,1,wiki40b
6,6.985716342926025,0.0078788546652485,6.176933288574219,34.92287445068359,0.1939643813569021,39.68590545654297,34.84698486328125,0.7784521047448779,48.83195495605469,38.532250816031365,0.1981431570315283,40.54098088515792,6.057007312774657,0.0137983206748432,2.823195219039917,81.44440460205078,0.2776759495629032,56.813514709472656,62.27706909179687,0.193658432878071,39.62308883666992,18.243675231933597,0.0444623029396083,9.09715175628662,0.7156292772255881,0.0039746611067989,0.8132335346311109,hu,Random_2,6666666,1,wiki40b
7,5.269980430603027,0.0060345526731867,4.859480857849121,23.73775863647461,0.2080758504269487,39.05827331542969,33.664730072021484,0.9189270089590508,57.58523559570313,25.44866268776544,0.2451322607824462,46.014400826656185,3.469534158706665,0.0108061304570826,2.028440237045288,75.9517593383789,0.2342188785001366,43.96571731567383,57.16203689575195,0.159963755095481,30.02713966369629,16.088336944580078,0.0422004972989442,7.92155122756958,0.854714275617528,0.0074921018374929,1.4063615122877855,id,Sort_Freq_Rev,6666666,1,wiki40b
8,6.196280002593994,0.006733562092726,5.002892971038818,25.32848358154297,0.2199746914205269,35.72336196899414,38.03075408935547,1.0934344291179103,50.36925506591797,26.552956923173017,0.2304903033703439,37.43108593885711,4.638707637786865,0.0129684039640643,2.1060342788696294,99.69390106201172,0.3484163028514445,56.58196258544922,73.3231201171875,0.231008629567782,37.51520538330078,17.727664947509766,0.0499735811077614,8.115566253662111,0.6596993328633577,0.005729419867802,0.9304443801564491,en,Random_3,6666666,1,wiki40b
9,6.311971664428711,0.0063783615934055,5.136467933654785,26.43803787231445,0.2329334624719171,43.72574234008789,34.818904876708984,1.042166113632804,65.30815124511719,28.10884690372466,0.2509209443175376,47.10234606293935,4.954347610473633,0.0134053434619517,2.5164239406585693,90.15819549560548,0.3013867613721046,56.5755615234375,67.09230041503906,0.2013989183850124,37.806060791015625,17.30668830871582,0.0448768018074998,8.424159049987793,0.6635888490035251,0.0058465789139216,1.0975073604829149,id,Random_2,6666666,1,wiki40b
