,Unnamed: 0,surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,language,variant,num_toks,model_seed,dataset
0,0,4.921614646911621,0.0034794877918399,3.644737720489502,15.318970680236816,0.0937609724141004,25.17340087890625,16.151721954345707,0.1081537909401838,20.87281036376953,14.60337076305569,0.0815173636163431,21.886463351536825,4.096813678741455,0.0074194767371781,1.992022156715393,58.94341659545898,0.1446597100992475,38.839351654052734,44.56946182250977,0.0974727724902975,26.17022705078125,11.69888687133789,0.0165612143667801,4.446463108062744,en,Random_4,None,None,cc100
1,1,6.381701469421388,0.0045598332700433,4.765874862670898,25.398887634277344,0.1370468280731451,42.90261840820313,28.884212493896484,0.2056427381963345,43.54890441894531,25.29298504841924,0.1177197417564623,36.8528603567322,5.24876880645752,0.0093997400292446,2.9426050186157227,56.88825225830078,0.1585434388708953,49.63242721557617,43.94235610961914,0.1082778396974477,33.896827697753906,13.687219619750977,0.020097783380959,6.291660785675049,hu,Random_3,None,None,cc100
2,2,5.91628885269165,0.004220145597405,4.43666410446167,22.24854850769043,0.1350641148987625,40.87115478515625,24.9976749420166,0.2527536386810977,50.8020133972168,21.533031718772893,0.1282108735798116,38.797932259034255,3.912489414215088,0.0073762200758791,2.232096910476685,57.3809814453125,0.1290972112222169,39.06575012207031,44.51615524291992,0.0879878591031309,26.625770568847656,13.810108184814451,0.0169675211893787,5.134469985961914,tr,Sort_Freq_Rev,None,None,cc100
3,3,4.645204544067383,0.0033986065747042,3.559659719467163,14.48887538909912,0.0910834760112213,24.45451545715332,15.321503639221191,0.102490938238329,19.779909133911133,13.910175220199282,0.0807599344090261,21.683102425080023,4.136557102203368,0.0073608764668582,1.976297378540039,55.73427963256836,0.1349930715250113,36.243934631347656,42.24349212646485,0.0913777796107832,24.53370475769043,11.337815284729006,0.0165046897900249,4.431278705596924,en,Min_DL_Opt,None,None,cc100
4,4,6.295499801635742,0.0047106380655232,4.924203872680664,26.50121688842773,0.1335230387721961,41.80004119873047,29.870668411254886,0.201029432952343,42.57018661499023,26.311118557223875,0.1164781547026708,36.465290384875495,5.530244827270508,0.0094839730999189,2.9690093994140625,56.33930206298828,0.1560695800821339,48.85977935791016,43.71502685546875,0.1070455909549345,33.512222290039055,13.775184631347654,0.0202330315789766,6.334222793579103,hu,Random_2,None,None,cc100
5,5,4.911162376403809,0.0033097635569323,3.4666543006896973,14.051213264465332,0.0919258301996458,24.68061065673828,15.00121021270752,0.1051061020141059,20.284624099731445,13.438932920132402,0.0803659613343489,21.57732523997621,3.8238677978515625,0.0074882241520384,2.0104820728302,58.6182861328125,0.1437970030139236,38.6075553894043,44.14604568481445,0.0966251400462373,25.94251823425293,11.48564338684082,0.0169702543146215,4.556289196014403,en,Random_3,None,None,cc100
6,6,5.435147762298584,0.003891205669697,4.047190189361571,17.80807876586914,0.0905497937358458,25.8221435546875,19.7507266998291,0.1613946186617299,29.23945617675781,17.39424724842091,0.084615466145312,24.130248103804103,4.523068428039551,0.0073429796853493,2.094012975692749,57.53450775146485,0.1361470530135692,38.82558441162109,44.10081481933594,0.0929172827189809,26.49749565124512,12.685352325439451,0.0174530555468492,4.977142810821533,ru,Approx,None,None,cc100
7,7,4.865625858306885,0.0034772030438367,3.642118453979492,14.844188690185549,0.090096783198294,24.1897087097168,15.695953369140623,0.0965291574381959,18.629301071166992,14.307338391954245,0.0806397806208559,21.650842531424555,4.069321632385254,0.0071563263010311,1.9213749170303345,58.28385925292969,0.1422060103145251,38.18037414550781,44.08880615234375,0.0960406531543392,25.78565216064453,11.707549095153809,0.0169156780038261,4.541626930236816,en,Random_2,None,None,cc100
8,8,5.710271835327148,0.0040296700368588,4.191051483154297,19.196298599243164,0.0948739432232995,27.05542182922363,21.184789657592773,0.1739801706579481,31.51900291442871,18.606823707347733,0.0883400136196223,25.1925522490595,4.7666049003601065,0.0073265139407618,2.0893301963806152,60.41248321533203,0.1448327587189038,41.3026237487793,46.27087783813477,0.0986145413760811,28.12245750427246,13.096479415893556,0.0175982288088135,5.01857852935791,ru,Min_DL_Loc,None,None,cc100
9,9,5.251636028289795,0.0038588956979036,4.013574600219728,17.6152286529541,0.0933619205256023,26.624176025390625,19.75666236877441,0.1653170880116825,29.9497013092041,17.247741621464947,0.0880493250507765,25.109654514965698,4.502121448516847,0.0074669438764869,2.129369735717773,55.67840957641602,0.1302696224284619,37.14975738525391,42.76482772827149,0.0891639994699664,25.427261352539062,12.52722454071045,0.0175623145611739,5.008336067199707,ru,Real,None,None,cc100
