surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,language,variant,num_toks,model_seed,dataset
6.057682991027832,0.006778969640586411,5.315008640289307,25.406858444213867,0.1532832268707079,31.362293243408203,27.25694465637207,0.60642558225148,38.03602981567383,28.609798175009768,0.15572073724190538,31.861543581123982,5.058007717132568,0.012029588658648102,2.461299180984497,70.47575378417969,0.2452789304234071,50.18581008911133,53.770572662353516,0.17091340100006347,34.9700813293457,15.598382949829102,0.039082568346602,7.996519088745117,hu,EFFICIENT_OV,20000000,2,wiki40b
