surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,language,variant,num_toks,model_seed,dataset
5.479592800140381,0.006041449477592162,4.488303184509277,20.200218200683594,0.18807318574321835,30.54262351989746,31.834421157836914,0.7935498387324861,36.55502700805664,21.37603569062838,0.1913643589435755,31.077124115464574,4.300412654876709,0.011660156230131556,1.8935778141021729,88.19273376464844,0.31725934094922387,51.522151947021484,64.90277099609375,0.21082328841257963,34.23711395263672,15.545490264892578,0.04472738031603379,7.263603687286377,en,RANDOM_5,20000000,2,wiki40b
