surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,language,variant,num_toks,model_seed,dataset
6.844658851623535,0.0071335054186319,5.745882987976074,32.79255676269531,0.2675753508609666,50.22772216796875,41.20313262939453,1.0754224854470884,67.38358306884766,34.88479143707756,0.28533860652628923,53.563156420732376,5.577838897705078,0.014848103074939367,2.7872204780578613,97.99364471435547,0.32430869388913675,60.87846755981445,73.08815002441406,0.21737422820572322,40.80493927001953,19.414283752441406,0.04867465208818376,9.137116432189941,id,REVERSE,2222222,1,wiki40b
