surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,surprisal_var_norm_mean,surprisal_var_norm_sem,surprisal_var_norm_std,language,variant,num_toks,model_seed,dataset
6.926225185394287,0.007598851621080288,5.647177696228027,32.03936767578125,0.25833538506215337,41.95294189453125,46.609169006347656,1.1609458257009246,53.47917938232422,33.37531768547844,0.2767760199832628,44.94777801199799,5.616957664489746,0.014257982756701712,2.315457820892334,111.6544418334961,0.37935147776043626,61.605770111083984,82.25609588623047,0.25172708633390645,40.87968063354492,20.116619110107422,0.05492689246731664,8.920003890991211,0.6678674120211457,0.0053850616678493965,0.8745214142542095,en,RANDOM_2,2222222,1,wiki40b
