surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,surprisal_var_norm_mean,surprisal_var_norm_sem,surprisal_var_norm_std,language,variant,num_toks,model_seed,dataset
5.430951118469238,0.006131386022490101,5.026719570159912,23.580373764038086,0.16375188306699046,34.94159698486328,31.513839721679688,0.5662188361526319,33.04021072387695,26.052596209373444,0.1799028308949707,38.38807732326721,4.859287261962891,0.01170208374657999,2.4970033168792725,63.688331604003906,0.21902129957973926,46.734962463378906,48.741363525390625,0.1530321155171373,32.65427017211914,14.515182495117188,0.03517346576457922,7.50538969039917,0.7994624352218833,0.005551808633664595,1.1846576179644686,ru,EFFICIENT_VO,20000000,1,wiki40b
