surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,language,variant,num_toks,model_seed,dataset
5.120013236999512,0.006075898586825648,4.5138421058654785,20.159759521484375,0.1914648448979873,31.09341049194336,32.68452453613281,0.8757413874850251,40.341182708740234,21.459816491402975,0.1997179391608963,32.43372599606183,4.3132100105285645,0.011961531945098714,1.9425231218338013,82.7108383178711,0.29994050624728424,48.70960998535156,61.16813278198242,0.20104958051037097,32.64985275268555,15.3375883102417,0.04548819050637382,7.387166976928711,en,EFFICIENT_VO,20000000,1,wiki40b
