,language,variant,sentence_len,sentence_pos,surprisalmean,surprisalsem,surprisalstd
274,de,Efficient-OV,18,1,5.618079,0.12600419,5.146156504550723
275,de,Efficient-OV,18,2,5.110037,0.12623037,5.155394101566009
276,de,Efficient-OV,18,3,5.508062,0.1256015,5.12971021191143
277,de,Efficient-OV,18,4,5.589618,0.12865736,5.254515432036738
278,de,Efficient-OV,18,5,5.719857,0.13407071,5.475602352743226
279,de,Efficient-OV,18,6,5.4136806,0.12293424,5.02077639274958
280,de,Efficient-OV,18,7,5.4954643,0.12882213,5.261244627068899
281,de,Efficient-OV,18,8,5.795153,0.13789478,5.63178205865284
282,de,Efficient-OV,18,9,5.598968,0.13059355,5.333591493930518
283,de,Efficient-OV,18,10,5.407017,0.12312593,5.028605752467364
284,de,Efficient-OV,18,11,5.659431,0.12732604,5.200142995410114
285,de,Efficient-OV,18,12,5.499957,0.12771907,5.216194484905593
286,de,Efficient-OV,18,13,5.375802,0.124359965,5.0790045383604285
287,de,Efficient-OV,18,14,4.8542776,0.114538774,4.677895905114376
288,de,Efficient-OV,18,15,5.3887134,0.13481243,5.505895037130244
289,de,Efficient-OV,18,16,2.8169844,0.103749104,4.237232979841725
290,de,Efficient-OV,18,17,0.62262946,0.029527504,1.2059373995651783
291,de,Efficient-OV,19,0,7.8370857,0.12946454,5.103596604979971
292,de,Efficient-OV,19,1,5.6009154,0.1374242,5.4173725471480605
293,de,Efficient-OV,19,2,5.17128,0.1362996,5.373040447689259
294,de,Efficient-OV,19,3,5.8319187,0.15034407,5.926684614910946
295,de,Efficient-OV,19,4,5.294816,0.124317005,4.900676657731776
296,de,Efficient-OV,19,5,5.5853724,0.13340938,5.2591055890618685
297,de,Efficient-OV,19,6,5.5864134,0.1398114,5.511477831594361
298,de,Efficient-OV,19,7,5.843445,0.14442351,5.693291678498887
299,de,Efficient-OV,19,8,5.383705,0.12834197,5.059344139222549
300,de,Efficient-OV,19,9,5.750622,0.14170295,5.586044968089114
301,de,Efficient-OV,19,10,5.360355,0.12593307,4.964383565232433
302,de,Efficient-OV,19,11,5.6536098,0.13483582,5.315336989409051
303,de,Efficient-OV,19,12,5.2449694,0.12876801,5.076138668795033
304,de,Efficient-OV,19,13,5.400937,0.13438725,5.297654318382239
305,de,Efficient-OV,19,14,5.3321266,0.13384132,5.276132996874571
306,de,Efficient-OV,19,15,4.9048524,0.124863036,4.922201631510375
307,de,Efficient-OV,19,16,5.399262,0.13620295,5.369230273769158
308,de,Efficient-OV,19,17,2.7821481,0.11245347,4.433006471668263
309,de,Efficient-OV,19,18,0.56865823,0.02691919,1.0611761049992685
310,de,Efficient-OV,20,0,7.6249757,0.13624042,4.98535706850656
311,de,Efficient-OV,20,1,5.5834723,0.14681746,5.372395516300254
312,de,Efficient-OV,20,2,5.2601013,0.15438983,5.649486242461899
313,de,Efficient-OV,20,3,5.7980547,0.14795174,5.413901277234009
314,de,Efficient-OV,20,4,5.9850826,0.15528762,5.6823383378814905
315,de,Efficient-OV,20,5,5.6786404,0.15207674,5.564844865120663
316,de,Efficient-OV,20,6,5.7964096,0.15189925,5.558350494310596
317,de,Efficient-OV,20,7,5.8468432,0.14224832,5.205200177727814
318,de,Efficient-OV,20,8,5.672437,0.15396063,5.63378095461901
319,de,Efficient-OV,20,9,6.3191404,0.1569078,5.741624547254866
320,de,Efficient-OV,20,10,5.707012,0.14434619,5.281966128321377
321,de,Efficient-OV,20,11,5.595896,0.13956086,5.106859773755601
322,de,Efficient-OV,20,12,5.7916927,0.15833713,5.793927412773549
323,de,Efficient-OV,20,13,5.6556153,0.14362986,5.25575380191543
324,de,Efficient-OV,20,14,5.2107477,0.13226615,4.839929122838019
325,de,Efficient-OV,20,15,5.4430723,0.14715903,5.384894628292653
326,de,Efficient-OV,20,16,5.036188,0.13251159,4.84891030773686
327,de,Efficient-OV,20,17,5.2803936,0.14607528,5.345237925257134
328,de,Efficient-OV,20,18,2.6665542,0.111887105,4.094211914646721
329,de,Efficient-OV,20,19,0.6438771,0.03242082,1.1863540800962005
330,de,Efficient-VO,10,0,6.032994,0.12788442,5.51980951202788
331,de,Efficient-VO,10,1,5.104928,0.12242207,5.284040273162174
332,de,Efficient-VO,10,2,5.412649,0.110562444,4.772149794698764
333,de,Efficient-VO,10,3,5.0544786,0.11540095,4.980991490468931
334,de,Efficient-VO,10,4,5.0145335,0.112888314,4.872540029504124
335,de,Efficient-VO,10,5,4.9770417,0.11639916,5.024076762130374
336,de,Efficient-VO,10,6,4.636502,0.103477865,4.466361223344461
337,de,Efficient-VO,10,7,5.2792573,0.12417468,5.359687226417045
338,de,Efficient-VO,10,8,4.630275,0.12661548,5.465038548307995
339,de,Efficient-VO,10,9,1.4720554,0.029243821,1.2622360195168136
340,de,Efficient-VO,11,0,6.259574,0.1275724,5.581201504273866
341,de,Efficient-VO,11,1,5.176179,0.11910235,5.21064291360391
342,de,Efficient-VO,11,2,5.351615,0.11171489,4.887447049260504
343,de,Efficient-VO,11,3,5.2575455,0.12174465,5.326241691513677
344,de,Efficient-VO,11,4,5.0849414,0.12180459,5.328863498038227
345,de,Efficient-VO,11,5,4.9868093,0.11120882,4.865306065917543
346,de,Efficient-VO,11,6,5.018779,0.11341789,4.961951745625404
347,de,Efficient-VO,11,7,5.1120586,0.12071786,5.281319826934842
348,de,Efficient-VO,11,8,5.3912044,0.12303462,5.382676562437287
349,de,Efficient-VO,11,9,4.3392253,0.11918863,5.214417627008438
350,de,Efficient-VO,11,10,1.335402,0.025772352,1.1275220457442532
351,de,Efficient-VO,12,0,5.9884086,0.119243644,5.343393084298244
352,de,Efficient-VO,12,1,5.010357,0.110213,4.938723006938123
353,de,Efficient-VO,12,2,5.5296245,0.1134257,5.082686382459931
354,de,Efficient-VO,12,3,5.1501317,0.11211871,5.024119328495651
355,de,Efficient-VO,12,4,5.034756,0.11098898,4.9734954692031135
356,de,Efficient-VO,12,5,5.182051,0.11672764,5.2306489785298345
357,de,Efficient-VO,12,6,5.2621703,0.11531526,5.167358907173011
358,de,Efficient-VO,12,7,5.2700753,0.12369185,5.542720048042358
359,de,Efficient-VO,12,8,5.148124,0.12008537,5.38111127824086
360,de,Efficient-VO,12,9,5.398286,0.12139482,5.439788143079754
361,de,Efficient-VO,12,10,4.635007,0.12141808,5.44083103913017
362,de,Efficient-VO,12,11,1.3207085,0.02514428,1.1267332361331674
363,de,Efficient-VO,13,0,5.990635,0.11889226,5.326320328434697
364,de,Efficient-VO,13,1,5.1298356,0.122723974,5.497979056770119
365,de,Efficient-VO,13,2,5.451612,0.11143277,4.992138693777417
366,de,Efficient-VO,13,3,5.299199,0.10986118,4.921731920919867
367,de,Efficient-VO,13,4,5.0692816,0.11012959,4.933756557957513
368,de,Efficient-VO,13,5,5.2169185,0.11128809,4.985656573102399
369,de,Efficient-VO,13,6,5.0200987,0.11084637,4.965867968059378
370,de,Efficient-VO,13,7,5.1663413,0.11473972,5.1402886000168735
371,de,Efficient-VO,13,8,5.008231,0.110314034,4.94201958469066
372,de,Efficient-VO,13,9,5.2026734,0.10875175,4.872029548710008
373,de,Efficient-VO,13,10,5.531975,0.121814035,5.457214164018167
374,de,Efficient-VO,13,11,4.720308,0.12813425,5.740357042778208
375,de,Efficient-VO,13,12,1.2837709,0.024814803,1.111692057597101
376,de,Efficient-VO,14,0,6.1367664,0.12542549,5.57403107945442
377,de,Efficient-VO,14,1,5.102911,0.115363,5.126844236721292
378,de,Efficient-VO,14,2,5.3754463,0.108031854,4.801040827700935
379,de,Efficient-VO,14,3,5.053679,0.11079162,4.923687443818707
380,de,Efficient-VO,14,4,5.2209044,0.11315087,5.028534674807018
381,de,Efficient-VO,14,5,4.945363,0.104711324,4.653472651360902
382,de,Efficient-VO,14,6,5.113036,0.11154177,4.957024509963952
383,de,Efficient-VO,14,7,5.1074386,0.112002954,4.9775199666947705
384,de,Efficient-VO,14,8,5.073241,0.110693716,4.919336457913331
385,de,Efficient-VO,14,9,5.1192684,0.115287356,5.123482352412444
386,de,Efficient-VO,14,10,5.1725593,0.11187087,4.971650227893463
387,de,Efficient-VO,14,11,5.27417,0.11200559,4.977637386670601
388,de,Efficient-VO,14,12,4.478992,0.11833273,5.25882133747932
389,de,Efficient-VO,14,13,1.1714655,0.022970468,1.0208298264656646
390,de,Efficient-VO,15,0,6.0735836,0.124430455,5.467865590076681
391,de,Efficient-VO,15,1,5.257826,0.120016806,5.273916008902301
392,de,Efficient-VO,15,2,5.4283113,0.11161199,4.904582120306848
393,de,Efficient-VO,15,3,5.305481,0.114341795,5.024537929494604
394,de,Efficient-VO,15,4,5.3536177,0.12053638,5.296747459846021
395,de,Efficient-VO,15,5,5.353904,0.11741598,5.159627099165628
396,de,Efficient-VO,15,6,5.2323146,0.120888636,5.312226726425466
397,de,Efficient-VO,15,7,5.389979,0.11689356,5.136670494165322
398,de,Efficient-VO,15,8,5.588416,0.12548657,5.514274765824848
399,de,Efficient-VO,15,9,5.434053,0.12051743,5.295915328174794
400,de,Efficient-VO,15,10,5.33679,0.11599214,5.097059485071733
401,de,Efficient-VO,15,11,5.1281424,0.110689685,4.864052838367821
402,de,Efficient-VO,15,12,5.521919,0.121656924,5.345988104419447
403,de,Efficient-VO,15,13,4.7425094,0.12955482,5.693046968640241
404,de,Efficient-VO,15,14,1.260298,0.025874099,1.136989233124336
405,de,Efficient-VO,16,0,5.848033,0.12223333,5.1584785933764845
