,language,variant,surprisalmean,surprisalsem,surprisalstd
91,id,Random-3,29.642462,0.83208555,51.67646382583438
92,id,Random-4,28.81418,0.9192397,57.08174831761665
93,id,Random-5,28.79603,0.8268869,51.353601696162144
94,id,Real,28.822474,0.92390627,57.37896818334363
95,id,Reverse,29.346977,0.85850394,53.3102580098236
96,id,Sort-Freq,24.874668,1.1087298,68.8484660734889
97,id,Sort-Freq-Rev,28.551636,0.9000176,55.89536502735199
98,ru,Approx,32.895664,1.0222208,59.20944561188833
99,ru,Efficient-OV,32.95555,1.153438,66.80985126273885
100,ru,Efficient-VO,33.093616,1.0898031,63.12397546917519
101,ru,Min-DL-Opt,31.434584,1.0331515,59.842576540628585
102,ru,Min-DL-Loc,33.746876,1.034598,59.92636119141151
103,ru,Random-1,36.081333,1.1101414,64.30200781911721
104,ru,Random-2,36.247696,1.0600938,61.40313814781962
105,ru,Random-3,33.68022,1.2114981,70.17283402430009
106,ru,Random-4,35.344612,1.0493268,60.779486201762985
107,ru,Random-5,33.23219,1.1305113,65.48187389479627
108,ru,Real,32.1276,0.9731859,56.36922824322015
109,ru,Reverse,34.238163,1.0805355,62.58716774354485
110,ru,Sort-Freq,29.20613,1.1678278,67.64334727855713
111,ru,Sort-Freq-Rev,35.65807,0.98749864,57.19825341169288
112,tr,Approx,32.164097,0.5750242,38.89391586662813
113,tr,Efficient-OV,30.628248,0.5695107,38.52098671338812
114,tr,Efficient-VO,31.42726,0.6075771,41.09126029531368
115,tr,Min-DL-Opt,32.00183,0.5620278,38.01485770111263
116,tr,Min-DL-Loc,30.980413,0.57210886,38.69249671733936
117,tr,Random-1,31.819468,0.57614857,38.96570736419922
118,tr,Random-2,32.274826,0.56865895,38.463375785823146
119,tr,Random-3,30.706245,0.5659194,38.27389528736607
120,tr,Random-4,31.11451,0.57481456,38.879739227143965
121,tr,Random-5,30.64371,0.5763473,38.9791496425766
122,tr,Real,32.43564,0.5865559,39.67390632223467
123,tr,Reverse,30.15564,0.58750856,39.73400296837298
124,tr,Sort-Freq,27.833282,0.5661202,38.28747726560611
125,tr,Sort-Freq-Rev,31.77895,0.547963,37.06353165119057
126,vi,Approx,29.87045,0.9343654,42.57262630886962
127,vi,Efficient-OV,30.104332,0.89309114,40.711635224739545
128,vi,Efficient-VO,29.782019,0.9135063,41.62221792157915
129,vi,Min-DL-Opt,28.891087,0.8898508,40.544400268267054
130,vi,Min-DL-Loc,31.259226,0.9857052,44.91182862449429
131,vi,Random-1,29.839722,0.9833525,44.82620435700864
132,vi,Random-2,29.678585,0.9223193,42.044002618886005
133,vi,Random-3,29.894146,0.921771,42.01901041782887
134,vi,Random-4,29.336325,0.9755233,44.45861098263232
135,vi,Random-5,29.241796,0.936583,42.68394165927627
136,vi,Real,29.915327,0.9365039,42.69061142530276
137,vi,Reverse,30.413275,0.8876317,40.41405868192352
138,vi,Sort-Freq,25.735123,0.8831123,40.20829166213582
139,vi,Sort-Freq-Rev,29.67215,0.9468039,43.16013566197574
