,language,variant,sentence_len,sentence_pos,delta_surpmean,delta_surpsem,delta_surpstd
2567,en,Efficient-OV,17,1,5.0906177,0.13105918,4.4637149768059805
2568,en,Efficient-OV,17,2,4.817627,0.12938708,4.406765062069498
2569,en,Efficient-OV,17,3,4.8725853,0.13057381,4.447183678526754
2570,en,Efficient-OV,17,4,4.866066,0.12815776,4.364896421549864
2571,en,Efficient-OV,17,5,4.7553277,0.12355712,4.208203760802898
2572,en,Efficient-OV,17,6,4.636645,0.12022314,4.094652557270183
2573,en,Efficient-OV,17,7,4.899357,0.13918576,4.740496509293804
2574,en,Efficient-OV,17,8,4.828343,0.12562057,4.278482404828825
2575,en,Efficient-OV,17,9,4.73183,0.12458564,4.243234239262474
2576,en,Efficient-OV,17,10,4.6283493,0.12961292,4.414457200701402
2577,en,Efficient-OV,17,11,4.576137,0.1277759,4.35188998652267
2578,en,Efficient-OV,17,12,4.213349,0.11638039,3.9637732638583336
2579,en,Efficient-OV,17,13,4.3380837,0.12605023,4.293116055544448
2580,en,Efficient-OV,17,14,4.4397798,0.12286964,4.184788902132329
2581,en,Efficient-OV,17,15,4.0781198,0.13514522,4.602879933387881
2582,en,Efficient-OV,17,16,2.221922,0.11021778,3.7538824980859182
2583,en,Efficient-OV,18,0,7.284009,0.1391129,4.594939199827804
2584,en,Efficient-OV,18,1,5.0522556,0.15129927,5.173018974186047
2585,en,Efficient-OV,18,2,4.8033447,0.14510946,4.961385860113613
2586,en,Efficient-OV,18,3,4.9381437,0.12992924,4.442364197131786
2587,en,Efficient-OV,18,4,4.957374,0.13309926,4.55074933386156
2588,en,Efficient-OV,18,5,4.7668033,0.12814096,4.381221980617563
2589,en,Efficient-OV,18,6,4.6679583,0.119243436,4.077010069675986
2590,en,Efficient-OV,18,7,4.541004,0.116399996,3.979790780718913
2591,en,Efficient-OV,18,8,4.30979,0.115847245,3.960891695774606
2592,en,Efficient-OV,18,9,4.533598,0.1253137,4.2845560104159
2593,en,Efficient-OV,18,10,4.5581326,0.12724693,4.350654118505236
2594,en,Efficient-OV,18,11,4.577387,0.12178496,4.163906259315872
2595,en,Efficient-OV,18,12,4.458557,0.12346876,4.221476281401648
2596,en,Efficient-OV,18,13,4.5168977,0.12564011,4.295715702608457
2597,en,Efficient-OV,18,14,4.2746744,0.11909473,4.071925200396276
2598,en,Efficient-OV,18,15,3.919439,0.11837703,4.047386892923688
2599,en,Efficient-OV,18,16,3.8671846,0.1296069,4.431343187928779
2600,en,Efficient-OV,18,17,2.2145622,0.09818565,3.357030381666626
2601,en,Efficient-OV,19,0,7.221884,0.13021724,4.203415938520457
2602,en,Efficient-OV,19,1,4.9894495,0.12855022,4.315535971934542
2603,en,Efficient-OV,19,2,5.0542607,0.13718614,4.605450862435431
2604,en,Efficient-OV,19,3,4.912192,0.12782986,4.291353083741491
2605,en,Efficient-OV,19,4,4.792877,0.122477606,4.111673993222701
2606,en,Efficient-OV,19,5,4.739907,0.12605694,4.231835179123146
2607,en,Efficient-OV,19,6,4.79633,0.11772331,3.952067916292184
2608,en,Efficient-OV,19,7,4.862128,0.11631549,3.904806512807288
2609,en,Efficient-OV,19,8,4.705944,0.122226864,4.103255994013408
2610,en,Efficient-OV,19,9,4.622592,0.12673014,4.254435402415788
2611,en,Efficient-OV,19,10,4.5989156,0.12977399,4.35661913742719
2612,en,Efficient-OV,19,11,4.5465293,0.12399108,4.162482213976151
2613,en,Efficient-OV,19,12,4.511182,0.118179135,3.967370411725932
2614,en,Efficient-OV,19,13,4.4330454,0.115608916,3.881086132350076
2615,en,Efficient-OV,19,14,4.21871,0.10859323,3.645563836174714
2616,en,Efficient-OV,19,15,4.3123326,0.1167932,3.9208435732317177
2617,en,Efficient-OV,19,16,4.161905,0.11424138,3.83517674045104
2618,en,Efficient-OV,19,17,4.03283,0.12648356,4.246156903323664
2619,en,Efficient-OV,19,18,2.365363,0.10989958,3.689419240969417
2620,en,Efficient-OV,20,0,7.33692,0.1403712,4.480898471126461
2621,en,Efficient-OV,20,1,4.9371986,0.12859793,4.276727130608721
2622,en,Efficient-OV,20,2,4.6765156,0.12717466,4.22939361708965
2623,en,Efficient-OV,20,3,4.808886,0.123828255,4.118104205277686
2624,en,Efficient-OV,20,4,4.85686,0.13044032,4.337998967512755
2625,en,Efficient-OV,20,5,4.599864,0.13123202,4.364327780330028
2626,en,Efficient-OV,20,6,4.5623875,0.13163851,4.377846067980543
2627,en,Efficient-OV,20,7,4.441488,0.12081838,4.018005601986444
2628,en,Efficient-OV,20,8,4.471465,0.114319056,3.801860586552768
2629,en,Efficient-OV,20,9,4.579424,0.11667685,3.880272689022001
2630,en,Efficient-OV,20,10,4.6042495,0.12754734,4.241787795983893
2631,en,Efficient-OV,20,11,4.757171,0.123813525,4.117614052295265
2632,en,Efficient-OV,20,12,4.6797304,0.12435216,4.135526998924464
2633,en,Efficient-OV,20,13,4.5744915,0.12197176,4.056363467996544
2634,en,Efficient-OV,20,14,4.372536,0.119652994,3.9792493834054343
2635,en,Efficient-OV,20,15,4.4719195,0.12540765,4.170629411780174
2636,en,Efficient-OV,20,16,4.572777,0.13051799,4.340582131420168
2637,en,Efficient-OV,20,17,4.236357,0.11613791,3.8623492117398377
2638,en,Efficient-OV,20,18,3.805097,0.11981848,3.984752734255512
2639,en,Efficient-OV,20,19,2.1542501,0.08884533,2.954691538355046
2640,en,Efficient-VO,10,0,3.146845,0.14159578,3.7888447255150495
2641,en,Efficient-VO,10,1,4.1019344,0.15511248,4.318148800453509
2642,en,Efficient-VO,10,2,4.183728,0.14544591,4.049043017470576
2643,en,Efficient-VO,10,3,4.0637283,0.14198515,3.952699143757534
2644,en,Efficient-VO,10,4,4.411019,0.15911376,4.429539870498719
2645,en,Efficient-VO,10,5,4.2231884,0.14331298,3.989664488125064
2646,en,Efficient-VO,10,6,4.3849773,0.15460518,4.304026218408914
2647,en,Efficient-VO,10,7,4.333969,0.15595111,4.341494995340159
2648,en,Efficient-VO,10,8,4.74635,0.17975311,5.004114815787788
2649,en,Efficient-VO,10,9,4.5268006,0.18930453,5.270015242502607
2650,en,Efficient-VO,11,0,3.1736715,0.13669482,3.909567643151835
2651,en,Efficient-VO,11,1,4.078945,0.13576493,4.038864043671357
2652,en,Efficient-VO,11,2,4.1570573,0.14934893,4.442973612279985
2653,en,Efficient-VO,11,3,4.13542,0.13675447,4.068301447450194
2654,en,Efficient-VO,11,4,4.216277,0.15831551,4.709719958027358
2655,en,Efficient-VO,11,5,4.249637,0.16467898,4.89902617045746
2656,en,Efficient-VO,11,6,4.3408155,0.1583517,4.710796692937828
2657,en,Efficient-VO,11,7,4.2147307,0.15318285,4.557028842208345
2658,en,Efficient-VO,11,8,4.3543186,0.14657795,4.360540552171122
2659,en,Efficient-VO,11,9,4.586423,0.15846114,4.714052398871519
2660,en,Efficient-VO,11,10,4.5890713,0.16698508,4.967631127884093
2661,en,Efficient-VO,12,0,3.2463758,0.14113297,4.340842523441516
2662,en,Efficient-VO,12,1,4.2551527,0.15036508,4.799921011641834
2663,en,Efficient-VO,12,2,4.0559006,0.12276334,3.9188243912552223
2664,en,Efficient-VO,12,3,4.05627,0.123042904,3.927748260976195
2665,en,Efficient-VO,12,4,4.014677,0.11727595,3.7436569472816985
2666,en,Efficient-VO,12,5,4.1449394,0.13449697,4.293382258980671
2667,en,Efficient-VO,12,6,4.1501384,0.13268372,4.235500475481808
2668,en,Efficient-VO,12,7,4.390733,0.13043077,4.163582514945524
2669,en,Efficient-VO,12,8,4.4812965,0.13908975,4.4399921541626295
2670,en,Efficient-VO,12,9,4.4599037,0.14757389,4.71082144713708
2671,en,Efficient-VO,12,10,4.5959787,0.15778671,5.036832654751515
2672,en,Efficient-VO,12,11,4.7843623,0.1642712,5.24382950966114
2673,en,Efficient-VO,13,0,3.3121448,0.1378976,4.351974669174531
2674,en,Efficient-VO,13,1,4.2480254,0.13320966,4.393900055132885
2675,en,Efficient-VO,13,2,3.9305623,0.11695913,3.857878856342849
2676,en,Efficient-VO,13,3,4.0566397,0.12285738,4.052431885508197
2677,en,Efficient-VO,13,4,4.127083,0.1361863,4.492083933801548
2678,en,Efficient-VO,13,5,4.0963244,0.12441083,4.103671937256547
2679,en,Efficient-VO,13,6,3.9904227,0.12133876,4.00233995428874
2680,en,Efficient-VO,13,7,4.296919,0.118798636,3.9185546279382506
2681,en,Efficient-VO,13,8,4.427274,0.1326319,4.374842787327726
2682,en,Efficient-VO,13,9,4.2941103,0.13499768,4.452877348252349
2683,en,Efficient-VO,13,10,4.4870644,0.14422011,4.757078027303237
2684,en,Efficient-VO,13,11,4.5122275,0.1461573,4.82097575855068
2685,en,Efficient-VO,13,12,4.5843325,0.15050611,4.964420569457853
2686,en,Efficient-VO,14,0,3.0681198,0.11924731,3.800978736476022
2687,en,Efficient-VO,14,1,3.9955232,0.12644711,4.210897653495365
2688,en,Efficient-VO,14,2,3.8742979,0.12062972,4.017169055517308
2689,en,Efficient-VO,14,3,4.05945,0.12228139,4.072172256989876
2690,en,Efficient-VO,14,4,4.176087,0.1297772,4.321795298630359
2691,en,Efficient-VO,14,5,4.1886144,0.1438222,4.789516280503341
2692,en,Efficient-VO,14,6,4.3572083,0.14261805,4.749415951790049
2693,en,Efficient-VO,14,7,4.321202,0.12713517,4.233810990164517
2694,en,Efficient-VO,14,8,4.2959166,0.12551205,4.179758660742165
2695,en,Efficient-VO,14,9,4.3379946,0.13502514,4.496560178992476
2696,en,Efficient-VO,14,10,4.2423477,0.1313022,4.372579939565879
2697,en,Efficient-VO,14,11,4.1605372,0.12656407,4.214792857726206
2698,en,Efficient-VO,14,12,4.569389,0.13873717,4.620177004311694
2699,en,Efficient-VO,14,13,4.5551643,0.14358433,4.781595107532451
2700,en,Efficient-VO,15,0,2.8723865,0.104972094,3.4449403884116347
2701,en,Efficient-VO,15,1,4.1002564,0.120679416,4.126106687116149
2702,en,Efficient-VO,15,2,3.9691298,0.11757429,4.019940000939704
2703,en,Efficient-VO,15,3,4.0315604,0.12928471,4.420327199848683
2704,en,Efficient-VO,15,4,4.004137,0.12714575,4.3471949152163685
2705,en,Efficient-VO,15,5,3.8733804,0.1133605,3.875868463126711
2706,en,Efficient-VO,15,6,4.040975,0.12728205,4.351855378187883
2707,en,Efficient-VO,15,7,4.118191,0.124507904,4.25700528511375
2708,en,Efficient-VO,15,8,4.1088567,0.11990739,4.099710110577004
2709,en,Efficient-VO,15,9,4.1192255,0.11554637,3.9506043552651513
2710,en,Efficient-VO,15,10,4.115663,0.11775781,4.026215179226855
2711,en,Efficient-VO,15,11,4.204352,0.12115325,4.142306945617924
2712,en,Efficient-VO,15,12,4.306355,0.11631008,3.9767162078692255
2713,en,Efficient-VO,15,13,4.4426575,0.12881815,4.404375617256944
2714,en,Efficient-VO,15,14,4.7796483,0.14788467,5.0562713236141725
2715,en,Efficient-VO,16,0,3.1620224,0.11192301,3.701928594437854
2716,en,Efficient-VO,16,1,4.2962923,0.1271512,4.411982151332224
2717,en,Efficient-VO,16,2,4.0158844,0.11785369,4.089370362763416
2718,en,Efficient-VO,16,3,4.158344,0.117704846,4.0842054312876765
2719,en,Efficient-VO,16,4,3.987115,0.12213129,4.237797129174791
2720,en,Efficient-VO,16,5,4.073227,0.113216266,3.9284575503321566
2721,en,Efficient-VO,16,6,4.217312,0.116238035,4.033308888070401
2722,en,Efficient-VO,16,7,4.2498465,0.11450843,3.973293992503066
2723,en,Efficient-VO,16,8,4.3209543,0.12932935,4.487560942868802
2724,en,Efficient-VO,16,9,4.2814364,0.12689196,4.402986197431444
2725,en,Efficient-VO,16,10,4.2932744,0.12241219,4.247544367053438
2726,en,Efficient-VO,16,11,4.234773,0.123692885,4.29198254067948
2727,en,Efficient-VO,16,12,4.145622,0.11605045,4.026800320227953
2728,en,Efficient-VO,16,13,4.3446894,0.12329584,4.278206017155905
2729,en,Efficient-VO,16,14,4.471511,0.13338812,4.628394656185362
2730,en,Efficient-VO,16,15,4.7880754,0.14401834,4.997249439579699
2731,en,Efficient-VO,17,0,3.126561,0.12366418,4.0167068067307685
2732,en,Efficient-VO,17,1,4.207109,0.12680796,4.318923356032392
2733,en,Efficient-VO,17,2,4.2588654,0.1294697,4.409578760723564
2734,en,Efficient-VO,17,3,4.201297,0.12131673,4.1318989383186056
2735,en,Efficient-VO,17,4,3.9954243,0.11638779,3.96402533223896
2736,en,Efficient-VO,17,5,4.2061934,0.11878685,4.045734457851679
2737,en,Efficient-VO,17,6,4.390981,0.12996097,4.426311157787014
2738,en,Efficient-VO,17,7,4.327236,0.12827748,4.368973664774604
2739,en,Efficient-VO,17,8,4.2616825,0.11975449,4.078691029287119
2740,en,Efficient-VO,17,9,4.3620825,0.12666656,4.314107381050745
2741,en,Efficient-VO,17,10,4.1165867,0.116812594,3.97849351937936
2742,en,Efficient-VO,17,11,4.314561,0.12728204,4.335069779997927
2743,en,Efficient-VO,17,12,4.3659887,0.13096684,4.460570048139076
2744,en,Efficient-VO,17,13,4.4411097,0.130382,4.440650811091703
2745,en,Efficient-VO,17,14,4.5939436,0.12918536,4.39989452371318
2746,en,Efficient-VO,17,15,4.76489,0.14608608,4.97551266633249
2747,en,Efficient-VO,17,16,5.119852,0.15581514,5.306872295199002
2748,en,Efficient-VO,18,0,3.1451397,0.11368982,3.75520751047504
2749,en,Efficient-VO,18,1,4.202761,0.12298045,4.204780677773501
2750,en,Efficient-VO,18,2,3.917409,0.11275946,3.855318460708909
2751,en,Efficient-VO,18,3,3.9853046,0.11603635,3.967357096649168
2752,en,Efficient-VO,18,4,3.9863782,0.11634319,3.977848399242928
2753,en,Efficient-VO,18,5,4.260978,0.12167639,4.1601936230850125
2754,en,Efficient-VO,18,6,4.2974305,0.12393376,4.237374466279423
2755,en,Efficient-VO,18,7,4.115825,0.11302383,3.864357528634324
2756,en,Efficient-VO,18,8,4.3090167,0.13098516,4.47846635838847
2757,en,Efficient-VO,18,9,4.2289696,0.13000603,4.444989517163055
2758,en,Efficient-VO,18,10,4.1239076,0.11204855,3.831012049720383
2759,en,Efficient-VO,18,11,4.3115726,0.12389301,4.235981662727477
2760,en,Efficient-VO,18,12,4.3548937,0.122444354,4.186450739729031
2761,en,Efficient-VO,18,13,4.2001915,0.116783224,3.9928932934987778
2762,en,Efficient-VO,18,14,4.293314,0.12197702,4.170472835064836
2763,en,Efficient-VO,18,15,4.3169813,0.1445057,4.940742292725933
2764,en,Efficient-VO,18,16,4.650153,0.15779632,5.395158101809597
2765,en,Efficient-VO,18,17,4.865394,0.15216115,5.202487355060677
2766,en,Efficient-VO,19,0,3.1039531,0.1135251,3.664593011924851
2767,en,Efficient-VO,19,1,4.1383677,0.124349184,4.1745043764548
2768,en,Efficient-VO,19,2,3.9821687,0.103142835,3.462589632128062
2769,en,Efficient-VO,19,3,4.0433154,0.10963359,3.6804894873319953
2770,en,Efficient-VO,19,4,3.878214,0.10485067,3.519923229209561
2771,en,Efficient-VO,19,5,4.1159587,0.11307593,3.7960518508126575
2772,en,Efficient-VO,19,6,4.034212,0.1168491,3.922720170574052
2773,en,Efficient-VO,19,7,3.9963894,0.10667426,3.5811424895942663
2774,en,Efficient-VO,19,8,4.122406,0.11702088,3.928487106428941
2775,en,Efficient-VO,19,9,4.216602,0.119983986,4.027960463525307
2776,en,Efficient-VO,19,10,4.183867,0.118528284,3.9790918042424055
2777,en,Efficient-VO,19,11,4.2677736,0.118082695,3.964133035569284
2778,en,Efficient-VO,19,12,4.152268,0.12002257,4.029256144364855
2779,en,Efficient-VO,19,13,4.3279886,0.12350901,4.146298960407375
2780,en,Efficient-VO,19,14,4.338923,0.1267383,4.254708771688434
2781,en,Efficient-VO,19,15,4.205431,0.12159265,4.081964905804888
2782,en,Efficient-VO,19,16,4.5006857,0.1379822,4.632175758904892
2783,en,Efficient-VO,19,17,4.685387,0.14841612,4.9824510909123445
2784,en,Efficient-VO,19,18,4.758726,0.14629781,4.911337530175177
2785,en,Efficient-VO,20,0,3.1689384,0.11118324,3.5491671374924616
2786,en,Efficient-VO,20,1,4.126394,0.11615306,3.862853211316775
2787,en,Efficient-VO,20,2,4.1458554,0.12528037,4.166396366934506
2788,en,Efficient-VO,20,3,4.078408,0.123420276,4.104536326936542
2789,en,Efficient-VO,20,4,4.0180793,0.119657494,3.9793987674337608
2790,en,Efficient-VO,20,5,4.115418,0.1185457,3.942424365712013
2791,en,Efficient-VO,20,6,4.271936,0.12312544,4.0947307228742655
2792,en,Efficient-VO,20,7,4.2135797,0.121882826,4.053405756247543
2793,en,Efficient-VO,20,8,4.042283,0.119721755,3.981535858386136
2794,en,Efficient-VO,20,9,4.2851043,0.13040243,4.336738351319212
2795,en,Efficient-VO,20,10,4.018721,0.11633734,3.868981730765108
2796,en,Efficient-VO,20,11,4.096891,0.11725102,3.899367849406299
2797,en,Efficient-VO,20,12,4.293837,0.121223964,4.031494336467524
2798,en,Efficient-VO,20,13,4.1634655,0.12538444,4.169857488371073
2799,en,Efficient-VO,20,14,4.191115,0.12774578,4.248387237859424
2800,en,Efficient-VO,20,15,4.1105814,0.12541941,4.1710205812683085
2801,en,Efficient-VO,20,16,4.132517,0.12240482,4.070765516951401
2802,en,Efficient-VO,20,17,4.3946238,0.12226396,4.066081031885988
2803,en,Efficient-VO,20,18,4.2346354,0.12297569,4.089750873127349
2804,en,Efficient-VO,20,19,4.586078,0.14099327,4.688953264057973
2805,en,Min-DL-Opt,10,0,3.7788858,0.12918754,3.4568229609912478
2806,en,Min-DL-Opt,10,1,4.01957,0.11686501,3.2533842939882494
2807,en,Min-DL-Opt,10,2,4.1451883,0.13141981,3.658572217981875
2808,en,Min-DL-Opt,10,3,4.772757,0.16404618,4.566852567076438
2809,en,Min-DL-Opt,10,4,4.8192587,0.1707484,4.753434093250688
2810,en,Min-DL-Opt,10,5,4.848672,0.16451973,4.580035221015923
2811,en,Min-DL-Opt,10,6,4.7239933,0.17272308,4.808407391269137
2812,en,Min-DL-Opt,10,7,4.609605,0.16656291,4.636915420017387
2813,en,Min-DL-Opt,10,8,4.818569,0.17467017,4.862611628167056
2814,en,Min-DL-Opt,10,9,4.3853126,0.181739,5.059399469998285
2815,en,Min-DL-Opt,11,0,3.643851,0.11767119,3.3654783187493487
2816,en,Min-DL-Opt,11,1,4.2708874,0.13677034,4.068773810329946
2817,en,Min-DL-Opt,11,2,4.4122605,0.14662892,4.3620560254316505
2818,en,Min-DL-Opt,11,3,4.5357456,0.14975865,4.4551623012543615
2819,en,Min-DL-Opt,11,4,4.727043,0.1677585,4.990638958121694
2820,en,Min-DL-Opt,11,5,4.658027,0.1712163,5.09350475928932
2821,en,Min-DL-Opt,11,6,4.597073,0.17061049,5.075482684579964
2822,en,Min-DL-Opt,11,7,4.5700493,0.15741566,4.682950817041463
2823,en,Min-DL-Opt,11,8,4.717703,0.1565479,4.6571351658478175
2824,en,Min-DL-Opt,11,9,4.608532,0.16356644,4.865929380299452
2825,en,Min-DL-Opt,11,10,4.315963,0.16090706,4.786816273810158
2826,en,Min-DL-Opt,12,0,3.6998098,0.12871689,3.958959762373825
2827,en,Min-DL-Opt,12,1,4.244984,0.12936015,4.129406482026073
2828,en,Min-DL-Opt,12,2,4.702229,0.14336622,4.57650446834621
2829,en,Min-DL-Opt,12,3,4.7623777,0.14679833,4.686063546053687
2830,en,Min-DL-Opt,12,4,4.4425316,0.13026457,4.158276650337126
2831,en,Min-DL-Opt,12,5,4.4283834,0.13034576,4.160868591399872
2832,en,Min-DL-Opt,12,6,4.3896337,0.12828219,4.094995927297849
2833,en,Min-DL-Opt,12,7,4.5560994,0.13001436,4.150289587882652
2834,en,Min-DL-Opt,12,8,4.79407,0.14825311,4.732502961657559
2835,en,Min-DL-Opt,12,9,4.7756786,0.1483086,4.734274282692178
2836,en,Min-DL-Opt,12,10,4.7825403,0.16088162,5.135627352605793
2837,en,Min-DL-Opt,12,11,4.882241,0.17015594,5.4316805318932895
2838,en,Min-DL-Opt,13,0,3.7941384,0.12179512,3.843789296907421
2839,en,Min-DL-Opt,13,1,4.1349096,0.11658724,3.845611696158744
2840,en,Min-DL-Opt,13,2,4.407981,0.12780672,4.215684794784889
2841,en,Min-DL-Opt,13,3,4.720769,0.14303647,4.718035507962577
2842,en,Min-DL-Opt,13,4,4.673568,0.13670489,4.509189427831773
2843,en,Min-DL-Opt,13,5,4.4383407,0.133243,4.3949993651553925
2844,en,Min-DL-Opt,13,6,4.383055,0.12726387,4.1977788620077785
2845,en,Min-DL-Opt,13,7,4.7239094,0.12967971,4.277465384250141
2846,en,Min-DL-Opt,13,8,4.529344,0.13688591,4.515160952694988
2847,en,Min-DL-Opt,13,9,4.6293654,0.13666753,4.507957573537305
2848,en,Min-DL-Opt,13,10,4.738253,0.14925115,4.923026126820461
2849,en,Min-DL-Opt,13,11,4.6228433,0.1445616,4.768341664114096
2850,en,Min-DL-Opt,13,12,4.3475704,0.14287528,4.712719082200598
2851,en,Min-DL-Opt,14,0,3.6326308,0.09755928,3.109678313174335
2852,en,Min-DL-Opt,14,1,3.9405792,0.098242104,3.271624441246907
2853,en,Min-DL-Opt,14,2,4.3706226,0.11639424,3.876120063326664
2854,en,Min-DL-Opt,14,3,4.670889,0.1445701,4.814423209710284
2855,en,Min-DL-Opt,14,4,4.461699,0.13938637,4.641796542741752
2856,en,Min-DL-Opt,14,5,4.660355,0.14322604,4.769663656267267
2857,en,Min-DL-Opt,14,6,4.6418138,0.13812758,4.599876295961956
2858,en,Min-DL-Opt,14,7,4.5531993,0.12813503,4.2671080039268885
2859,en,Min-DL-Opt,14,8,4.7387037,0.1328647,4.42461382002125
2860,en,Min-DL-Opt,14,9,4.8033924,0.14343548,4.776638632856367
2861,en,Min-DL-Opt,14,10,4.4042053,0.13350092,4.445801274257764
2862,en,Min-DL-Opt,14,11,4.442206,0.12584782,4.190939644119786
2863,en,Min-DL-Opt,14,12,4.752288,0.15187581,5.057715582233757
2864,en,Min-DL-Opt,14,13,4.677794,0.1554994,5.178386650174903
2865,en,Min-DL-Opt,15,0,3.5891004,0.102744095,3.371822439813398
2866,en,Min-DL-Opt,15,1,4.204965,0.10753305,3.676623992077715
2867,en,Min-DL-Opt,15,2,4.565314,0.12864733,4.398534675178043
2868,en,Min-DL-Opt,15,3,4.6209245,0.132798,4.540448716689529
2869,en,Min-DL-Opt,15,4,4.3454103,0.12481749,4.267590006726628
2870,en,Min-DL-Opt,15,5,4.4076467,0.13086508,4.474360782469754
2871,en,Min-DL-Opt,15,6,4.377987,0.13354306,4.56592310214313
2872,en,Min-DL-Opt,15,7,4.252533,0.11960802,4.089475161910163
2873,en,Min-DL-Opt,15,8,4.556033,0.13171045,4.503264757642508
2874,en,Min-DL-Opt,15,9,4.2887297,0.119382165,4.081753074968395
2875,en,Min-DL-Opt,15,10,4.4841,0.11757896,4.020099772687511
2876,en,Min-DL-Opt,15,11,4.414802,0.124089554,4.242701414728708
2877,en,Min-DL-Opt,15,12,4.5281568,0.12528756,4.283662187022351
2878,en,Min-DL-Opt,15,13,4.610851,0.12819329,4.38301070547664
2879,en,Min-DL-Opt,15,14,4.662855,0.141165,4.826521821105746
2880,en,Min-DL-Opt,16,0,3.6731334,0.097379066,3.2208778935448885
2881,en,Min-DL-Opt,16,1,4.12367,0.1049563,3.64184722032948
2882,en,Min-DL-Opt,16,2,4.69542,0.12424249,4.311053397869631
2883,en,Min-DL-Opt,16,3,4.8344865,0.13709162,4.75690176021795
2884,en,Min-DL-Opt,16,4,4.6370487,0.13013451,4.515498878629599
2885,en,Min-DL-Opt,16,5,4.715426,0.12905888,4.478175363140331
2886,en,Min-DL-Opt,16,6,4.43947,0.12507987,4.340109343011377
2887,en,Min-DL-Opt,16,7,4.702104,0.12264218,4.255524647620415
2888,en,Min-DL-Opt,16,8,4.7804537,0.142548,4.946230317804171
2889,en,Min-DL-Opt,16,9,4.6144896,0.13135369,4.557802654010083
2890,en,Min-DL-Opt,16,10,4.371816,0.11681398,4.053293761349013
2891,en,Min-DL-Opt,16,11,4.45236,0.12470123,4.326971061888757
2892,en,Min-DL-Opt,16,12,4.4563503,0.12180497,4.226474176503559
2893,en,Min-DL-Opt,16,13,4.5476394,0.12930113,4.486581369736015
2894,en,Min-DL-Opt,16,14,4.5845,0.13555126,4.703452823571899
2895,en,Min-DL-Opt,16,15,4.5320544,0.13735147,4.765917953873715
2896,en,Min-DL-Opt,17,0,3.6797965,0.102027886,3.3139436104497166
2897,en,Min-DL-Opt,17,1,4.2089615,0.09946656,3.3877092795530404
2898,en,Min-DL-Opt,17,2,4.6292024,0.12766366,4.348067511473958
2899,en,Min-DL-Opt,17,3,4.9425426,0.133848,4.558698660933355
2900,en,Min-DL-Opt,17,4,4.726624,0.13210022,4.499171307515109
2901,en,Min-DL-Opt,17,5,4.6108418,0.13636838,4.64453979745684
2902,en,Min-DL-Opt,17,6,4.6168265,0.1305627,4.446805269044407
2903,en,Min-DL-Opt,17,7,4.672817,0.12869976,4.383355983843355
2904,en,Min-DL-Opt,17,8,4.662815,0.12559009,4.277444468372334
2905,en,Min-DL-Opt,17,9,4.708768,0.12591523,4.288518415925561
2906,en,Min-DL-Opt,17,10,4.599029,0.13211468,4.499663711015164
2907,en,Min-DL-Opt,17,11,4.6941414,0.13175656,4.487466760464205
2908,en,Min-DL-Opt,17,12,4.6305737,0.12992519,4.425092721777112
2909,en,Min-DL-Opt,17,13,4.4439883,0.12741314,4.33953524450904
2910,en,Min-DL-Opt,17,14,4.696513,0.13048111,4.444026415046728
2911,en,Min-DL-Opt,17,15,4.9392304,0.14438109,4.917442736353101
2912,en,Min-DL-Opt,17,16,4.8780274,0.15171345,5.167173861298936
2913,en,Min-DL-Opt,18,0,3.5197437,0.09327568,3.080922521017562
2914,en,Min-DL-Opt,18,1,4.065999,0.10274787,3.513015667668826
2915,en,Min-DL-Opt,18,2,4.530152,0.123113595,4.2093331566894525
2916,en,Min-DL-Opt,18,3,4.7521734,0.13741095,4.698168700092186
2917,en,Min-DL-Opt,18,4,4.543053,0.12576848,4.300105325950336
2918,en,Min-DL-Opt,18,5,4.437232,0.12242176,4.185678669433532
2919,en,Min-DL-Opt,18,6,4.535678,0.1277376,4.367430106162332
2920,en,Min-DL-Opt,18,7,4.5419803,0.12272074,4.195901229728572
2921,en,Min-DL-Opt,18,8,4.5950747,0.13547683,4.63203935113815
2922,en,Min-DL-Opt,18,9,4.375604,0.13348274,4.563860106221783
2923,en,Min-DL-Opt,18,10,4.43613,0.123411074,4.219504048931372
2924,en,Min-DL-Opt,18,11,4.532433,0.12525105,4.282413982102217
2925,en,Min-DL-Opt,18,12,4.443829,0.12011867,4.106934608333591
2926,en,Min-DL-Opt,18,13,4.5801473,0.12314329,4.210347871122087
2927,en,Min-DL-Opt,18,14,4.5990434,0.1347579,4.607459579802608
2928,en,Min-DL-Opt,18,15,4.768862,0.15420073,5.272221801195417
2929,en,Min-DL-Opt,18,16,4.7807746,0.15217994,5.203129790346109
2930,en,Min-DL-Opt,18,17,4.744746,0.14515767,4.963033815615083
2931,en,Min-DL-Opt,19,0,3.9133112,0.098484755,3.179090262931741
2932,en,Min-DL-Opt,19,1,4.27318,0.09969736,3.346922193971658
2933,en,Min-DL-Opt,19,2,4.472796,0.115402505,3.8741567280444977
2934,en,Min-DL-Opt,19,3,4.760587,0.13084547,4.392590369078138
2935,en,Min-DL-Opt,19,4,4.4528894,0.12288093,4.1252135559006256
2936,en,Min-DL-Opt,19,5,4.3966756,0.11785865,3.956611563124039
2937,en,Min-DL-Opt,19,6,4.464203,0.1220875,4.098577463681795
2938,en,Min-DL-Opt,19,7,4.3707676,0.12244924,4.110721411341763
2939,en,Min-DL-Opt,19,8,4.5107117,0.12279261,4.122248794295444
