,language,variant,surprisalmean,surprisalsem,surprisalstd
54,fr,Sort-Freq,75.9402,0.26390696,41.9487574368768
55,fr,Sort-Freq-Rev,76.371414,0.26725557,42.48102828174979
56,hi,Approx,78.99241,0.40180495,60.967202891955566
57,hi,Efficient-OV,80.53969,0.4030265,61.121992203772336
58,hi,Efficient-VO,80.50871,0.40402707,61.291054041606266
59,hi,Min-DL-Opt,78.99241,0.40180498,60.96720331631088
60,hi,Min-DL-Loc,84.8792,0.42340988,64.24677735539301
61,hi,Random-1,83.01356,0.42273375,64.11075025979316
62,hi,Random-2,81.59096,0.4156147,63.0598546569928
63,hi,Random-3,82.663185,0.4218251,63.99797758993501
64,hi,Random-4,83.61158,0.42261466,64.12472210708684
65,hi,Random-5,83.58823,0.42361763,64.26573599317496
66,hi,Real,74.732216,0.38689846,58.71813501728624
67,hi,Reverse,74.58941,0.3872599,58.77044116898165
68,hi,Sort-Freq,71.293335,0.31640184,48.01287128947813
69,hi,Sort-Freq-Rev,71.71398,0.32134268,48.75627198215993
70,hu,Approx,68.625015,0.22879054,48.96170460667438
71,hu,Efficient-OV,71.12941,0.23478,50.24346980450548
72,hu,Efficient-VO,71.53372,0.2357599,50.453171264075415
73,hu,Min-DL-Opt,71.70954,0.23687592,50.69144738332832
74,hu,Min-DL-Loc,74.27921,0.24199535,51.78757383295024
75,hu,Random-1,73.27633,0.24044703,51.45622526874526
76,hu,Random-2,71.43219,0.2360618,50.51777801019416
77,hu,Random-3,72.84078,0.23995388,51.35068836886053
78,hu,Random-4,73.09301,0.23953934,51.2619767085634
79,hu,Random-5,73.01775,0.24000648,51.36194754847395
80,hu,Real,64.6941,0.21716125,46.47301730659293
81,hu,Reverse,65.262985,0.21947049,46.96719532567273
82,hu,Sort-Freq,65.79126,0.20466483,43.79923093452429
83,hu,Sort-Freq-Rev,65.87291,0.20628099,44.14509511151433
84,id,Approx,74.34239,0.25629434,47.60386931015231
85,id,Efficient-OV,76.85921,0.26357785,48.95670121203107
86,id,Efficient-VO,75.11715,0.25904462,48.114702513325255
87,id,Min-DL-Opt,74.471436,0.25668088,47.67565964973354
88,id,Min-DL-Loc,80.096504,0.27216524,50.551716993385575
89,id,Random-1,80.529205,0.27356365,50.81145605559093
90,id,Random-2,79.627815,0.27079573,50.29734226073532
91,id,Random-3,79.36588,0.26991966,50.13462015705681
92,id,Random-4,80.31073,0.27407214,50.90590413659903
93,id,Random-5,79.64566,0.27270103,50.65123496743991
94,id,Real,71.37205,0.24684632,45.84833795720968
95,id,Reverse,72.71641,0.2506835,46.5617142264469
96,id,Sort-Freq,68.10658,0.20877625,38.777342529491534
97,id,Sort-Freq-Rev,68.35446,0.21097907,39.18592136248873
98,ru,Approx,64.32593,0.22229524,46.66241809186603
99,ru,Efficient-OV,64.675026,0.22409385,47.03996245981941
100,ru,Efficient-VO,64.3805,0.22305903,46.8227426681605
101,ru,Min-DL-Opt,64.6609,0.22445038,47.11480239437216
102,ru,Min-DL-Loc,68.51585,0.23464641,49.25506860561368
103,ru,Random-1,68.76367,0.23615132,49.57097039644384
104,ru,Random-2,67.165474,0.23112787,48.516487924711534
105,ru,Random-3,68.10809,0.23519932,49.37112976798435
106,ru,Random-4,68.52239,0.23635516,49.613758148783816
107,ru,Random-5,67.59313,0.23347586,49.009356661333904
108,ru,Real,61.270935,0.21346153,44.808111790641405
109,ru,Reverse,62.559654,0.2171811,45.58889251834032
110,ru,Sort-Freq,64.14585,0.2058696,43.21447943576128
111,ru,Sort-Freq-Rev,64.48027,0.20801282,43.66436164157295
112,tr,Approx,64.73285,0.22801764,50.885757089729694
113,tr,Efficient-OV,69.344574,0.24069294,53.714449356575706
114,tr,Efficient-VO,68.10107,0.23869893,53.26891825510049
115,tr,Min-DL-Opt,66.82921,0.23271903,51.93546203319613
116,tr,Min-DL-Loc,70.25172,0.24269703,54.161687950044346
117,tr,Random-1,69.211655,0.24111268,53.80865544303819
118,tr,Random-2,66.07223,0.23138998,51.63419690816232
119,tr,Random-3,69.75378,0.24270031,54.15807268050067
120,tr,Random-4,69.10177,0.24016514,53.59612250897138
121,tr,Random-5,69.6248,0.24199978,54.002295728250026
122,tr,Real,59.50326,0.21156837,47.211519675353024
123,tr,Reverse,59.79793,0.21424218,47.808654279771375
124,tr,Sort-Freq,60.865517,0.1999199,44.609919506837706
125,tr,Sort-Freq-Rev,60.91353,0.20076156,44.79727197413594
126,vi,Approx,82.230316,0.39854532,56.45573851509327
127,vi,Efficient-OV,87.998505,0.42300588,59.917707517019934
128,vi,Efficient-VO,84.071434,0.40738282,57.70904970987935
129,vi,Min-DL-Opt,82.12124,0.3976434,56.32517071273345
130,vi,Min-DL-Loc,92.35126,0.43504238,61.62725213833622
131,vi,Random-1,93.28696,0.44156793,62.54541087422105
132,vi,Random-2,92.4234,0.4373949,61.95278078382562
133,vi,Random-3,93.632645,0.44200838,62.61091963161948
134,vi,Random-4,90.78652,0.43161726,61.14053261986264
135,vi,Random-5,92.21508,0.43883562,62.16149378548538
136,vi,Real,72.53684,0.36199015,51.26859329097198
137,vi,Reverse,73.82348,0.36420304,51.58843319604511
138,vi,Sort-Freq,69.59715,0.31030804,43.95434315194535
139,vi,Sort-Freq-Rev,69.47364,0.3067858,43.45001224839845
