,Unnamed: 0.1,Unnamed: 0,surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,language,variant,num_toks,model_seed,dataset
20,20,20,5.070703506469727,0.0058129264424115,4.600456714630127,20.43553924560547,0.1902405115577492,31.45581817626953,27.773107528686523,0.5532194143519624,38.41988754272461,22.15105923359184,0.2027871261498881,33.53537492882268,4.332410812377931,0.0116108779699263,1.919833302497864,88.76636505126953,0.370744720735247,61.31083679199219,64.94796752929689,0.2399415907857305,39.67965316772461,15.722073554992676,0.0467991112969989,7.73926830291748,fa,Efficient_OV,20000000,none,wiki40b
21,21,21,5.640172004699707,0.0065446367955937,5.31497049331665,26.58222007751465,0.1700014709520286,35.68479919433594,36.24771499633789,1.0600937436258844,61.3939208984375,28.76563714596481,0.1691790325966928,35.5122868721501,5.274583339691162,0.011775644611886,2.471813201904297,67.16565704345703,0.2311278698042011,48.51580047607422,51.51412582397461,0.1614467107549466,33.88908004760742,15.279463768005373,0.0363663811142961,7.633606433868407,ru,Random_2,20000000,none,wiki40b
22,22,22,4.766866683959961,0.0059332336769569,4.695868492126465,21.31143569946289,0.1882308017214037,31.12353134155273,28.25964164733887,0.552787992024098,38.38994216918945,22.823415698397103,0.2002649708542376,33.11828028837777,4.470102310180664,0.011557941768734,1.911081314086914,84.00074005126953,0.3532854946532067,58.423622131347656,61.95684051513672,0.2305748582578608,38.13066864013672,15.64018726348877,0.0470120880433316,7.7744951248168945,fa,Reverse,20000000,none,wiki40b
23,23,23,5.201794147491455,0.0072536307556416,5.002100467681885,22.46697235107422,0.1908424567122518,28.941442489624023,33.176998138427734,1.1128914168492234,55.83344268798828,24.69568705782068,0.2121340353352358,32.171019955017144,4.4620442390441895,0.0126341932364851,1.9159834384918213,83.01350402832031,0.4227337555788802,64.10903167724611,61.46146011352539,0.2764155020051145,41.91948699951172,15.89465045928955,0.0559779358055357,8.489282608032228,hi,Random_1,20000000,none,wiki40b
24,24,24,4.48267936706543,0.0054475562339487,4.310972213745116,19.000980377197266,0.1996754003307356,33.031009674072266,24.907554626464844,0.5552175096500658,38.57462310791016,20.14277047601057,0.2121946632737866,35.104591359402214,3.1270973682403564,0.0106718216550131,1.7653707265853882,78.89612579345703,0.2855125670981105,47.23391723632813,58.17269897460938,0.1881659532859629,31.129295349121094,15.024813652038574,0.0464229848064672,7.680022716522218,fa,Sort_Freq,20000000,none,wiki40b
25,25,25,4.319044589996338,0.0055360309954637,4.202863693237306,18.0373477935791,0.1682258814513667,26.7393798828125,24.0166015625,0.5304775971632737,27.57973861694336,18.9845957605481,0.1816266650067402,28.86949984116027,3.038578510284424,0.0110526092738077,1.7568013668060305,75.9402084350586,0.2639069651600199,41.94791030883789,56.12154769897461,0.1777085776395735,28.24674224853516,14.60795783996582,0.0457160938026535,7.266550540924072,fr,Sort_Freq,20000000,none,wiki40b
26,26,26,5.1902852058410645,0.0071650778732959,4.941875457763672,21.997034072875977,0.1974533137087617,29.956262588500977,33.109580993652344,1.18530949475167,59.47841262817383,24.25137022695053,0.2194248336914033,33.28971957093342,4.164876937866212,0.0123904387240408,1.8797941207885744,82.66314697265625,0.4218251168143007,63.99647521972656,61.09706115722656,0.2755368541798508,41.80248260498047,15.830516815185549,0.0563147293007392,8.543707847595215,hi,Random_3,20000000,none,wiki40b
27,27,27,6.3007988929748535,0.006708976377019,5.488407611846924,27.361328125,0.1412149056465308,30.21974754333496,29.575727462768555,0.5644498111558706,37.15948867797851,30.38368327745534,0.1422435444295924,30.44011850793269,5.331465721130371,0.0113236893348495,2.4232544898986816,73.09261322021484,0.2395393386968092,51.26123046875,55.87424850463867,0.1668197030366603,35.69923400878906,16.084150314331055,0.0372913357869137,7.980336666107178,hu,Random_4,20000000,none,wiki40b
28,28,28,6.141620635986327,0.0065440770480981,5.353640079498291,25.81476211547852,0.1442785553957113,30.87559127807617,28.475793838500977,0.5795787682285344,38.155460357666016,28.959511038365022,0.1455119855257032,31.1395649025004,5.117708683013916,0.0114906562764628,2.4589850902557373,71.12918090820312,0.2347800032236745,50.242897033691406,54.28576278686523,0.1636539845114713,35.021934509277344,15.796392440795898,0.0375901111123199,8.044278144836426,hu,Efficient_OV,20000000,none,wiki40b
29,29,29,5.418858528137207,0.0062409109196114,5.067441940307617,23.81307411193848,0.167647850603379,35.19071578979492,33.09362030029297,1.0898031094912826,63.11451721191406,26.25075690226946,0.1693958605211693,35.55780111429797,4.8655924797058105,0.0116991630359935,2.4557576179504395,64.38025665283203,0.2230590334487608,46.82211303710938,49.25009155273438,0.1559811715371276,32.741851806640625,14.655779838562012,0.0367453168435662,7.713193893432617,ru,Efficient_VO,20000000,none,wiki40b
30,30,30,5.276316642761231,0.0059945506288477,4.744461536407472,21.907169342041016,0.1964627108859978,32.48532867431641,29.5456485748291,0.5930694923709606,41.22150421142578,23.58489442693222,0.2084349511916255,34.464957110960995,4.6323561668396,0.0115081511184474,1.90287983417511,92.49455261230467,0.3835211783444263,63.41561889648438,67.74413299560547,0.2475819654819567,40.937950134277344,16.05659294128418,0.0464047328330077,7.673046588897705,fa,Random_2,20000000,none,wiki40b
31,31,31,3.658144235610962,0.005210884117052,3.689530372619629,15.434128761291506,0.2779676041664121,39.367408752441406,25.73514747619629,0.8831123405690908,40.19860076904297,16.94093346169833,0.2996000538959518,42.43652598886593,2.936645984649658,0.015656483627235,2.217365264892578,69.59694671630861,0.3103080358217201,43.95327758789063,50.73433303833008,0.2045456091331664,28.972612380981445,12.833666801452637,0.0570220118393094,8.07681941986084,vi,Sort_Freq,20000000,none,wiki40b
32,32,32,4.4554619789123535,0.006517583623238,4.493677139282227,18.98488044738769,0.1859736478373181,28.220176696777344,27.5933837890625,1.0920873238536613,54.80058288574219,20.53723182433322,0.2074127858957974,31.47348070960484,3.071596384048462,0.01051145777784,1.59504234790802,71.293212890625,0.3164018350471267,48.01176834106445,53.07979583740234,0.2127260770647113,32.279712677001946,14.584671974182127,0.053611923828596,8.135237693786621,hi,Sort_Freq,20000000,none,wiki40b
33,33,33,4.494524002075195,0.005655363582394,4.475210189819336,20.37208366394043,0.1804536999342153,29.85127258300781,30.36034774780273,0.5653594460960565,39.2955207824707,21.5452473028956,0.1983631039572734,32.81395828731202,2.94573187828064,0.0089584757256297,1.4819443225860596,79.4855728149414,0.2876199931855333,47.57910537719726,58.92604446411133,0.1897669295910061,31.39192581176757,15.295615196228027,0.0446577673926604,7.387446403503418,fa,Sort_Freq_Rev,20000000,none,wiki40b
34,34,34,5.444468021392822,0.0062477446050368,5.073777198791504,23.95212173461914,0.170690440049015,35.829437255859375,32.95553970336914,1.1534379899051426,66.79984283447266,26.347142330734894,0.1707712774627619,35.846514202728024,4.914374828338623,0.0118041544064488,2.4777982234954834,64.67493438720703,0.2240938500580058,47.03936004638672,49.46473693847656,0.156670140634114,32.88648223876953,14.674142837524414,0.0365293665929693,7.667849063873291,ru,Efficient_OV,20000000,none,wiki40b
35,35,35,5.6418046951293945,0.0064821790400064,5.303060531616211,26.05731201171875,0.1305119011482481,27.92958641052246,29.458044052124023,0.5463656546574661,35.968929290771484,28.43053163134256,0.1358232698821216,29.06649709713001,3.661711454391479,0.0086647563743994,1.8542722463607788,65.87345886230469,0.2062809902142917,44.14438247680664,50.7725830078125,0.14518013464575,31.068811416625977,15.52438735961914,0.0348587668847434,7.459861278533936,hu,Sort_Freq_Rev,20000000,none,wiki40b
36,36,36,3.7812774181365967,0.0058239701111785,4.124045848846436,17.44927978515625,0.2646849618963948,37.48629760742187,29.91533660888672,0.936503874368009,42.68031311035156,19.40006158669369,0.2944198390982401,41.69758325741015,3.886244058609009,0.0151898808207356,2.151284694671631,72.53689575195312,0.3619901542715877,51.26713562011719,53.34669494628906,0.2398233785713003,33.96521377563477,13.372779846191404,0.0567520788688965,8.037567138671875,vi,Real,20000000,none,wiki40b
37,37,37,5.4056077003479,0.0065606248186512,5.353622913360597,27.29822158813477,0.1330398158572019,25.57576370239257,44.659706115722656,0.7215599819078912,37.687278747558594,28.6830121897567,0.1388924796211464,26.70097292100032,5.334662437438965,0.0104208233865559,2.0033113956451416,76.86160278320312,0.2523815397316906,48.5181770324707,58.38313674926758,0.1731300394383075,33.28270721435547,16.884536743164062,0.0398408252079511,7.6590576171875,de,Random_2,20000000,none,wiki40b
38,38,38,5.599699020385742,0.006565459233374,5.370628356933594,25.71136283874512,0.141554392170995,30.29246520996093,27.57746124267578,0.5725884579529775,37.69532775878906,28.652811395934982,0.1453362116147641,31.10194928555953,4.99044132232666,0.0113596132747988,2.4309542179107666,65.2628173828125,0.2194704889696068,46.96642303466797,50.19473266601562,0.1545941952453953,33.083114624023445,15.344571113586426,0.0379388223296909,8.118904113769531,hu,Reverse,20000000,none,wiki40b
39,39,39,6.282313823699951,0.0058841704485163,4.9466047286987305,20.41329765319824,0.1319917107739373,29.45515060424805,30.98042297363281,0.5721088688980721,38.68827819824219,25.549786433572148,0.1386690996305043,30.945897854427272,4.368270397186278,0.0106284096089794,2.3718419075012207,70.2513427734375,0.2426970251626879,54.16095733642578,53.16230010986328,0.1673096048104902,37.33727645874023,14.156013488769531,0.0353883647372332,7.89736270904541,tr,Min_DL_Loc,20000000,none,wiki40b
40,40,40,5.257943630218506,0.0063210352041863,5.158207893371582,24.934038162231445,0.1327968078262372,25.52973556518555,42.23746490478515,0.7441506715147491,38.8671760559082,26.57851664746184,0.1400097452053871,26.91648661996608,5.115296363830566,0.0110938497123621,2.1327598094940186,74.56114196777344,0.2475930311946895,47.59904098510742,56.46162414550781,0.1703146203032015,32.742443084716804,16.355854034423828,0.0406686186660488,7.818418025970459,de,Min_DL_Opt,20000000,none,wiki40b
41,41,41,4.808974266052246,0.005851760944426,4.14326810836792,17.83430290222168,0.2767117287757468,39.19548034667969,29.33632850646973,0.975523278631176,44.44786834716797,19.767963400871533,0.2886338422199193,40.88526647411664,3.872363567352295,0.0160217692072649,2.269438505172729,90.78668975830078,0.4316172491956246,61.1390151977539,65.45564270019531,0.2797251213487788,39.62332153320313,14.106766700744627,0.0570251080192651,8.077665328979492,vi,Random_4,20000000,none,wiki40b
42,42,42,4.651500701904297,0.0072244748621177,4.983618259429932,22.62473487854004,0.1929400778765736,29.281219482421875,33.605453491210945,1.1092690897099835,55.66276550292969,24.57809916900224,0.2168275351854591,32.90639138672455,4.271722316741943,0.0124075760947189,1.88300883769989,74.73207092285156,0.3868984639233569,58.7166633605957,55.87847137451172,0.2557158495592537,38.80817031860352,15.503387451171877,0.0558527628808207,8.476391792297362,hi,Real,20000000,none,wiki40b
43,43,43,6.1618242263793945,0.0066719621806414,5.458140850067139,26.93720054626465,0.1431932234833043,30.64326477050781,29.60265922546387,0.5648915904685254,37.188514709472656,29.99897972155189,0.1439425311198653,30.80370165965136,5.35178804397583,0.0115276152091307,2.4668986797332764,71.53351593017578,0.2357599062545408,50.45254516601562,54.73406600952149,0.164529768834572,35.20930862426758,15.917780876159668,0.0374388751687554,8.011882781982424,hu,Efficient_VO,20000000,none,wiki40b
44,44,44,5.412473201751709,0.0055436810632143,4.660929203033447,19.38038444519043,0.141863976032088,31.65480804443359,27.83335304260254,0.5661202017271778,38.283241271972656,23.27067732007288,0.14837896775949,33.10879757516394,3.6650450229644775,0.0106233082505217,2.370410203933716,60.86514282226562,0.1999198995654725,44.60931396484375,46.38851928710938,0.1397697578907639,31.187610626220703,13.25843620300293,0.034771806031927,7.758841514587402,tr,Sort_Freq,20000000,none,wiki40b
45,45,45,5.469316005706787,0.0065738390793428,5.364827156066895,27.42978286743164,0.1324085417567584,25.45509910583496,45.26333618164062,0.7240836488799566,37.819095611572266,28.800729909546803,0.1378191832085679,26.49535712936468,5.181487560272217,0.0103065617550174,1.9814029932022097,77.73587799072266,0.2551158983564422,49.04533004760742,59.00995635986328,0.1747616979314936,33.59750747680664,16.91629409790039,0.0394256364596429,7.579459190368652,de,Random_4,20000000,none,wiki40b
46,46,46,4.430320739746094,0.0058659232350241,4.153230667114259,17.70635986328125,0.2538019707376317,35.950374603271484,29.78201675415039,0.9135063199235136,41.61219787597656,19.700563412373608,0.2793698896823103,39.57400463118885,3.9192545413970943,0.0151521003230497,2.146253824234009,84.07139587402344,0.4073828047557146,57.70751571655274,61.01848983764648,0.2658697685301179,37.66157531738281,13.848750114440918,0.0562668668131087,7.970444679260254,vi,Efficient_VO,20000000,none,wiki40b
47,47,47,3.6353075504302974,0.0053082895507593,3.758298397064209,15.476475715637209,0.2364934122085931,33.49364471435547,29.67213249206543,0.9468039142901998,43.14976119995117,17.132716838234,0.2772477525099851,39.26556470726656,2.812920093536377,0.0132392477713306,1.8750231266021729,69.47372436523439,0.3067858069112029,43.44890594482422,50.89999008178711,0.2025253473839694,28.682897567749023,12.92007827758789,0.0537300420774805,7.609598636627197,vi,Sort_Freq_Rev,20000000,none,wiki40b
48,48,48,5.356705188751222,0.0065767393574555,5.366758823394775,27.47564125061035,0.1300548467508276,25.00260353088379,44.5924186706543,0.7212664303677377,37.67193222045898,28.76867102960273,0.136138007333251,26.172155713010348,5.424348831176758,0.0104466751087794,2.008341789245605,76.27426147460938,0.2493125930113298,47.92947006225586,58.035118103027344,0.1711866935753924,32.91007614135742,16.861595153808597,0.0392913604905399,7.553633213043213,de,Efficient_OV,20000000,none,wiki40b
49,49,49,5.016439914703369,0.0060898983177343,4.540353775024414,20.2002182006836,0.1709864169025489,27.795663833618164,33.19413375854492,0.998163032013972,46.16436767578125,21.48738575268793,0.1837766693658291,29.874874651346875,4.406599521636963,0.0115489796917099,1.8774099349975584,81.57108306884766,0.2956346240376717,48.05855178833008,60.43151473999023,0.1988984260770144,32.33302688598633,15.260608673095703,0.0454705367865665,7.3917131423950195,en,Approx,20000000,none,wiki40b
50,50,50,6.189500331878662,0.0065562272488899,5.36288595199585,25.58820915222168,0.1417301748400536,30.329837799072266,27.48628616333008,0.5655990746897489,37.23519515991211,28.861715045659707,0.1434563149072616,30.699316210018463,5.136962890625,0.0114121982984453,2.4421825408935547,71.7092056274414,0.2368759262227566,50.69087219238281,54.7288589477539,0.1652140751063266,35.35530090332031,15.692216873168944,0.0375627802911205,8.038327217102049,hu,Min_DL_Opt,20000000,none,wiki40b
51,51,51,4.724448204040527,0.0053274781414053,4.25146484375,19.4604549407959,0.2798322501122066,51.97333145141602,24.87461280822754,1.1087298731314652,68.83960723876953,20.39898225303525,0.2686879003633493,49.90439258816834,3.481208562850952,0.0127225350299636,2.36295485496521,68.10627746582031,0.2087762524221658,38.77666091918945,51.082298278808594,0.1425116806967143,26.46916580200195,14.153003692626951,0.0405917086386326,7.539241313934326,id,Sort_Freq,20000000,none,wiki40b
52,52,52,4.686477184295653,0.0058146386107102,4.602030277252197,20.7512321472168,0.1823723230794578,30.15480804443359,27.885602951049805,0.5488954504945377,38.15119552612305,22.27158836035001,0.1977359857646432,32.69527303163347,4.198860168457031,0.0109805791538184,1.8156136274337769,82.54064178466797,0.3465889811357726,57.3077621459961,60.84140014648438,0.2258405617766354,37.34226989746094,15.443053245544435,0.0463046374406339,7.656380176544189,fa,Real,20000000,none,wiki40b
53,53,53,4.901739120483398,0.0057987098800957,4.105795860290527,17.456968307495114,0.2619914969286661,37.10755920410156,29.678579330444336,0.9223192690011776,42.03388595581055,19.43553101732748,0.2774303369771585,39.294361689809726,3.7900123596191406,0.0153217214594349,2.1701133251190186,92.42304229736328,0.4373948829127649,61.951210021972656,66.50682067871094,0.2826674277935083,40.03606796264648,14.083088874816896,0.0563849601475908,7.986172199249268,vi,Random_2,20000000,none,wiki40b
54,54,54,5.09849214553833,0.0061843996200967,5.046869277954102,25.054180145263672,0.1253100301446398,24.08942604064941,42.91444396972656,0.7077061747819284,36.96367645263672,25.939697819170902,0.1340666873868454,25.772904106858093,3.4761412143707275,0.0077719082513882,1.4940667152404783,72.62039947509766,0.2158632855488276,41.49732208251953,55.27653121948242,0.1490021866154283,28.64401817321777,16.245407104492188,0.0382094767646678,7.345334053039551,de,Sort_Freq_Rev,20000000,none,wiki40b
55,55,55,5.473916530609131,0.0062589496015611,4.666518688201903,21.313692092895508,0.1650299296511973,26.82732582092285,33.70535659790039,0.9634001577316856,44.55659103393555,22.52628588082061,0.1829204281359776,29.735683428100906,4.653356552124023,0.0112461859970738,1.8281837701797483,88.8514404296875,0.3163087819150173,51.41930389404297,65.64165496826172,0.2110547178973976,34.30919647216797,15.743611335754396,0.0447738799303656,7.278474807739258,en,Random_1,20000000,none,wiki40b
56,56,56,5.484690189361572,0.0065680607250854,5.359976291656494,27.15697860717773,0.1303730890073927,25.06384468078613,44.16775131225586,0.6987732261604084,36.49711608886719,28.546321601254625,0.1358720946054977,26.121034725909382,5.158614158630371,0.0101660689154459,1.9543991088867188,77.9129409790039,0.2552566206237091,49.0723648071289,59.11382675170898,0.1748920426260333,33.62251663208008,16.924476623535153,0.0395425875373743,7.601938724517822,de,Random_1,20000000,none,wiki40b
