surprisal_mean,surprisal_sem,surprisal_std,surprisal_var_mean,surprisal_var_sem,surprisal_var_std,surprisal_var_doc_initial_mean,surprisal_var_doc_initial_sem,surprisal_var_doc_initial_std,surp_diff_squared_mean,surp_diff_squared_sem,surp_diff_squared_std,delta_surp_mean,delta_surp_sem,delta_surp_std,uidp_1_1_mean,uidp_1_1_sem,uidp_1_1_std,uidp_1_25_mean,uidp_1_25_sem,uidp_1_25_std,max_surp_mean,max_surp_sem,max_surp_std,surprisal_var_norm_mean,surprisal_var_norm_sem,surprisal_var_norm_std,language,variant,num_toks,model_seed,dataset
6.712477207183838,0.006609062459329608,5.527405738830566,26.05004119873047,0.15921577406727094,35.41463851928711,37.137882232666016,0.6653489314690137,44.28944778442383,31.728812529753924,0.16755052631955117,37.26860069509001,4.927656173706055,0.011984706823107892,2.6657705307006836,75.02513122558594,0.2583728684413714,57.47024917602539,57.02803421020508,0.17861360892841355,39.72913360595703,15.75661563873291,0.03890767060817823,8.654290199279785,0.5781542534971519,0.003533624884193111,0.7859912929432582,tr,RANDOM_2,6666666,2,wiki40b
